RPIB_LISIN	GO:0005575|0.571	GO:0110165|0.520	GO:0008150|0.716
SUZ12_MOUSE	GO:0005575|0.859	GO:0110165|0.849	GO:0008150|0.905	GO:0009987|0.603
FUCM_MOUSE	GO:0005575|0.578	GO:0110165|0.539	GO:0008150|0.754
NCPR2_ARATH	GO:0005575|0.771	GO:0110165|0.742	GO:0008150|0.844	GO:0009987|0.385
UMPS_DICDI	GO:0005575|0.741	GO:0110165|0.685	GO:0008150|0.802	GO:0009987|0.314
UBC5B_ORYSJ	GO:0005575|0.768	GO:0110165|0.707	GO:0008150|0.886	GO:0009987|0.558
KINA_BACSU	GO:0005575|0.761	GO:0110165|0.718	GO:0008150|0.762	GO:0009987|0.314
TERF2_MOUSE	GO:0005575|0.879	GO:0110165|0.860	GO:0008150|0.772	GO:0009987|0.329
GSO1_ARATH	GO:0005575|0.793	GO:0110165|0.783	GO:0008150|0.900	GO:0009987|0.383
NDKA_DROME	GO:0005575|0.718	GO:0110165|0.641	GO:0003674|0.381	GO:0008150|0.838	GO:0009987|0.463
RLUD_ECOLI	GO:0005575|0.585	GO:0110165|0.514	GO:0008150|0.756	GO:0009987|0.317
TNNT_DROME	GO:0005575|0.936	GO:0110165|0.904	GO:0008150|0.617	GO:0005622|0.312
YOHJ_ECOLI	GO:0005575|0.701	GO:0110165|0.653	GO:0008150|0.800	GO:0071944|0.379	GO:0009987|0.343
PSNA_ARATH	GO:0005575|0.824	GO:0110165|0.783	GO:0008150|0.833	GO:0009987|0.419
FBLN5_HUMAN	GO:0005575|0.688	GO:0110165|0.664	GO:0008150|0.936	GO:0009987|0.583
ARPC4_BOVIN	GO:0005575|0.799	GO:0110165|0.764	GO:0008150|0.794	GO:0009987|0.360
RSC6_YEAST	GO:0005575|0.828	GO:0110165|0.767	GO:0008150|0.748	GO:0009987|0.302
TFC5_YEAST	GO:0005575|0.910	GO:0110165|0.878	GO:0008150|0.823	GO:0009987|0.458
MED15_YEAST	GO:0005575|0.809	GO:0110165|0.789	GO:0008150|0.904	GO:0009987|0.500
LRC41_HUMAN	GO:0005575|0.798	GO:0110165|0.797	GO:0008150|0.722
ACVL1_HUMAN	GO:0005575|0.619	GO:0110165|0.563	GO:0008150|0.892	GO:0009987|0.456
SCD_HUMAN	GO:0005575|0.647	GO:0110165|0.591	GO:0008150|0.702
ZN503_HUMAN	GO:0005575|0.791	GO:0110165|0.759	GO:0008150|0.801	GO:0009987|0.312
3BHS1_HUMAN	GO:0005575|0.836	GO:0110165|0.793	GO:0008150|0.860	GO:0009987|0.438
TPPB_ARATH	GO:0005575|0.754	GO:0110165|0.671	GO:0008150|0.776	GO:0009987|0.440
HPS5_DROME	GO:0005575|0.814	GO:0110165|0.761	GO:0008150|0.867	GO:0009987|0.463
SDH8_ARATH	GO:0005575|0.809	GO:0110165|0.777	GO:0008150|0.616
FLOWR_DROME	GO:0005575|0.739	GO:0110165|0.729	GO:0008150|0.707
CDPK5_ARATH	GO:0005575|0.680	GO:0110165|0.632	GO:0008150|0.787	GO:0009987|0.333
ANKH1_HUMAN	GO:0005575|0.925	GO:0110165|0.894	GO:0008150|0.852	GO:0009987|0.480
GBIS1_ARATH	GO:0005575|0.732	GO:0110165|0.676	GO:0008150|0.725
PFA4_YEAST	GO:0005575|0.815	GO:0110165|0.787	GO:0008150|0.897	GO:0009987|0.541
IDM2_ARATH	GO:0005575|0.803	GO:0110165|0.783	GO:0008150|0.795
CP21A_BOVIN	GO:0005575|0.658	GO:0110165|0.639	GO:0008150|0.848	GO:0009987|0.411
CRR38_ARATH	GO:0005575|0.800	GO:0110165|0.768	GO:0008150|0.902	GO:0009987|0.536
PAU15_YEAST	GO:0005575|0.620	GO:0110165|0.523	GO:0008150|0.813	GO:0009987|0.306
RPN1_MOUSE	GO:0005575|0.786	GO:0110165|0.728	GO:0008150|0.877	GO:0009987|0.411
SCP24_ARATH	GO:0005575|0.832	GO:0110165|0.754	GO:0008150|0.777	GO:0071944|0.305
BIG4_ARATH	GO:0005575|0.830	GO:0110165|0.828	GO:0008150|0.845	GO:0009987|0.461
PPR40_ARATH	GO:0005575|0.626	GO:0110165|0.595	GO:0008150|0.804
LAC1_MOUSE	GO:0005575|0.768	GO:0110165|0.735	GO:0008150|0.805	GO:0009987|0.322
LTOR3_HUMAN	GO:0005575|0.814	GO:0110165|0.761	GO:0008150|0.701
SIG22_CRISI	GO:0005575|0.519	GO:0110165|0.419	GO:0008150|0.863	GO:0009987|0.316	GO:0050896|0.473	GO:0050789|0.417	GO:0065007|0.494	GO:0006950|0.421	GO:0005576|0.419
WTF35_SCHPM	GO:0005575|0.802	GO:0110165|0.735	GO:0008150|0.696
COP1_HUMAN	GO:0005575|0.860	GO:0110165|0.836	GO:0008150|0.906	GO:0009987|0.578
UFD1_DROME	GO:0005575|0.684	GO:0110165|0.600	GO:0008150|0.791
JEN1_YEAST	GO:0005575|0.841	GO:0110165|0.807	GO:0008150|0.854	GO:0016020|0.305	GO:0009987|0.450
CTA5_SCHPO	GO:0005575|0.814	GO:0110165|0.809	GO:0008150|0.908	GO:0009987|0.611
SELW_MOUSE	GO:0005575|0.730	GO:0110165|0.717	GO:0008150|0.832	GO:0009987|0.434
RAD54_SCHPO	GO:0005575|0.867	GO:0110165|0.851	GO:0008150|0.834	GO:0009987|0.413
AIP2_ARATH	GO:0005575|0.771	GO:0110165|0.769	GO:0008150|0.844	GO:0009987|0.502
SYIM_MOUSE	GO:0005575|0.830	GO:0110165|0.814	GO:0008150|0.836	GO:0009987|0.408
LUXS_ECOLI	GO:0005575|0.503	GO:0110165|0.435	GO:0008150|0.770	GO:0009987|0.315
SCC3_YEAST	GO:0005575|0.872	GO:0110165|0.832	GO:0008150|0.874	GO:0009987|0.470
KISS1_MOUSE	GO:0005575|0.807	GO:0110165|0.778	GO:0008150|0.851	GO:0009987|0.418
EPHB2_HUMAN	GO:0005575|0.868	GO:0110165|0.837	GO:0008150|0.894	GO:0009987|0.497	GO:0050896|0.303	GO:0050789|0.430	GO:0065007|0.480
YCP8_SCHPO	GO:0005575|0.665	GO:0110165|0.665	GO:0008150|0.677
TCL1A_HUMAN	GO:0005575|0.592	GO:0110165|0.568	GO:0008150|0.849	GO:0009987|0.403
NRT22_CHLRE	GO:0005575|0.658	GO:0110165|0.639	GO:0008150|0.755
FB95_ARATH	GO:0005575|0.707	GO:0110165|0.693	GO:0008150|0.790	GO:0009987|0.334
FKBP5_MOUSE	GO:0005575|0.705	GO:0110165|0.677	GO:0008150|0.811	GO:0009987|0.364
CBP2_MOROL	GO:0005575|0.793	GO:0110165|0.720	GO:0032501|0.510	GO:0008150|0.967	GO:0009987|0.752	GO:0050896|0.360	GO:0050789|0.723	GO:0065007|0.723	GO:0050794|0.456
APJ_RAT	GO:0005575|0.654	GO:0110165|0.637	GO:0008150|0.861	GO:0009987|0.419
TBT2_ORYSJ	GO:0005575|0.701	GO:0110165|0.675	GO:0008150|0.796
HSP74_HUMAN	GO:0005575|0.838	GO:0110165|0.786	GO:0008150|0.779	GO:0009987|0.354
RELJ_MYCTU	GO:0005575|0.430	GO:0110165|0.367	GO:0008150|0.743
BRK6_CYPDO	GO:0005575|0.500	GO:0110165|0.396	GO:0008150|0.889	GO:0009987|0.376	GO:0050896|0.532	GO:0050789|0.455	GO:0065007|0.504	GO:0006950|0.503	GO:0006952|0.305
ORML3_HUMAN	GO:0005575|0.728	GO:0110165|0.671	GO:0008150|0.862	GO:0009987|0.468
RAV1_SCHPO	GO:0005575|0.837	GO:0110165|0.808	GO:0008150|0.843	GO:0009987|0.385
MAP7_HUMAN	GO:0005575|0.884	GO:0110165|0.860	GO:0008150|0.659
TNPO3_HUMAN	GO:0005575|0.728	GO:0110165|0.696	GO:0008150|0.845	GO:0009987|0.317
GST_ASADI	GO:0005575|0.480	GO:0110165|0.480	GO:0008150|0.942	GO:0009987|0.469	GO:0050896|0.688	GO:0050789|0.677	GO:0065007|0.720	GO:0006950|0.676	GO:0009605|0.307	GO:0006952|0.484	GO:0005576|0.480
ZIP2_YEAST	GO:0005575|0.797	GO:0110165|0.780	GO:0008150|0.758	GO:0009987|0.354
CUEO_ECOLI	GO:0005575|0.593	GO:0110165|0.536	GO:0008150|0.806	GO:0009987|0.317
UL36_HCMVA	GO:0005575|0.678	GO:0110165|0.640	GO:0008150|0.897	GO:0009987|0.507
PAPS4_ARATH	GO:0005575|0.704	GO:0110165|0.653	GO:0008150|0.810	GO:0009987|0.326
MT2_MOUSE	GO:0005575|0.656	GO:0110165|0.608	GO:0048856|0.309	GO:0032501|0.594	GO:0032502|0.309	GO:0008150|0.953	GO:0009987|0.643	GO:0050896|0.643	GO:0050789|0.530	GO:0065007|0.601	GO:0005576|0.411
DVL1_ARATH	GO:0005575|0.700	GO:0110165|0.636	GO:0008150|0.797
VATG1_HUMAN	GO:0005575|0.710	GO:0110165|0.660	GO:0008150|0.812	GO:0009987|0.412
APY6_ARATH	GO:0005575|0.781	GO:0110165|0.771	GO:0008150|0.797	GO:0009987|0.380
MPK4B_PHYPA	GO:0005575|0.685	GO:0110165|0.633	GO:0008150|0.836	GO:0009987|0.502
EPS8_MOUSE	GO:0005575|0.809	GO:0110165|0.763	GO:0008150|0.828	GO:0009987|0.421
DND1_MOUSE	GO:0005575|0.775	GO:0110165|0.706	GO:0008150|0.814	GO:0009987|0.357
BUD23_HUMAN	GO:0005575|0.732	GO:0110165|0.678	GO:0008150|0.759	GO:0009987|0.315
ATP5J_DROME	GO:0005575|0.686	GO:0110165|0.646	GO:0008150|0.547
CLD19_MOUSE	GO:0005575|0.692	GO:0110165|0.616	GO:0008150|0.811	GO:0009987|0.351
SPD5_CAEEL	GO:0005575|0.846	GO:0110165|0.807	GO:0008150|0.835	GO:0009987|0.378
IER2_RAT	GO:0005575|0.731	GO:0110165|0.731	GO:0008150|0.791	GO:0009987|0.370
PPM1B_MOUSE	GO:0005575|0.678	GO:0110165|0.620	GO:0008150|0.729
CLE25_ARATH	GO:0005575|0.748	GO:0110165|0.722	GO:0008150|0.645
GLTL6_HUMAN	GO:0005575|0.647	GO:0110165|0.592	GO:0008150|0.756
LGG1_CAEEL	GO:0005575|0.660	GO:0110165|0.606	GO:0008150|0.618
LMBD1_MOUSE	GO:0005575|0.860	GO:0110165|0.835	GO:0008150|0.862	GO:0071944|0.310	GO:0009987|0.451
RRP41_ARATH	GO:0005575|0.733	GO:0110165|0.682	GO:0008150|0.871	GO:0009987|0.541
ACLY_HUMAN	GO:0005575|0.840	GO:0110165|0.825	GO:0003674|0.363	GO:0008150|0.839	GO:0009987|0.394
EMRY_ECOLI	GO:0005575|0.786	GO:0110165|0.722	GO:0008150|0.811	GO:0009987|0.333
PYL8_ARATH	GO:0005575|0.657	GO:0110165|0.627	GO:0008150|0.823	GO:0009987|0.402
YGN8_YEAST	GO:0005575|0.883	GO:0110165|0.832	GO:0008150|0.807	GO:0009987|0.384
STT3_YEAST	GO:0005575|0.677	GO:0110165|0.660	GO:0008150|0.835	GO:0009987|0.329
MTM1_ARATH	GO:0005575|0.614	GO:0110165|0.593	GO:0008150|0.790	GO:0009987|0.317
CATZ1_CAEEL	GO:0005575|0.596	GO:0110165|0.543	GO:0008150|0.866	GO:0009987|0.441
FLOT3_ARATH	GO:0005575|0.770	GO:0110165|0.733	GO:0008150|0.706
MK07_RAT	GO:0005575|0.846	GO:0110165|0.825	GO:0008150|0.830	GO:0009987|0.407
FIR1_YEAST	GO:0005575|0.809	GO:0110165|0.764	GO:0008150|0.859	GO:0009987|0.465
ODP1_MYCTU	GO:0005575|0.593	GO:0110165|0.540	GO:0008150|0.703
PO210_DROME	GO:0005575|0.818	GO:0110165|0.785	GO:0008150|0.776	GO:0009987|0.400
ENO2_CANGA	GO:0005575|0.702	GO:0110165|0.637	GO:0008150|0.622
CAH2_HUMAN	GO:0005575|0.592	GO:0110165|0.565	GO:0008150|0.759
VRPP_LAMBD	GO:0005575|0.584	GO:0110165|0.485	GO:0008150|0.834	GO:0009987|0.406
GSDME_MOUSE	GO:0005575|0.752	GO:0110165|0.721	GO:0008150|0.812	GO:0009987|0.378
ZC3H4_HUMAN	GO:0005575|0.800	GO:0110165|0.758	GO:0008150|0.856	GO:0009987|0.393
PRT1_SCOSC	GO:0005575|0.623	GO:0110165|0.528	GO:0008150|0.809	GO:0009987|0.367	GO:0050789|0.433	GO:0065007|0.433
UND_ARATH	GO:0005575|0.654	GO:0110165|0.620	GO:0008150|0.748
VP13A_POLPI	GO:0005575|0.646	GO:0110165|0.646	GO:0008150|0.892	GO:0009987|0.341	GO:0050896|0.561	GO:0050789|0.416	GO:0065007|0.478	GO:0006950|0.509	GO:0006952|0.419	GO:0005576|0.646
TXND6_XENLA	GO:0005575|0.823	GO:0110165|0.800	GO:0008150|0.712
OR5K4_HUMAN	GO:0005575|0.807	GO:0110165|0.780	GO:0008150|0.876	GO:0009987|0.441
GGN2_LIMKU	GO:0005575|0.689	GO:0110165|0.654	GO:0008150|0.829	GO:0009987|0.317
TWF2_MOUSE	GO:0005575|0.750	GO:0110165|0.722	GO:0008150|0.816	GO:0009987|0.455
GRK6_MOUSE	GO:0005575|0.671	GO:0110165|0.628	GO:0008150|0.787
GAUT8_ARATH	GO:0005575|0.821	GO:0110165|0.740	GO:0008150|0.762
CY24A_DICDI	GO:0005575|0.659	GO:0110165|0.627	GO:0008150|0.832	GO:0009987|0.350
MYO6_HUMAN	GO:0005575|0.831	GO:0110165|0.801	GO:0008150|0.870	GO:0009987|0.425
SETB1_HUMAN	GO:0005575|0.882	GO:0110165|0.837	GO:0008150|0.893	GO:0009987|0.512
PBL34_ARATH	GO:0005575|0.720	GO:0110165|0.664	GO:0008150|0.760
ALGG_PSEAE	GO:0005575|0.748	GO:0110165|0.706	GO:0008150|0.769
PTR41_ARATH	GO:0005575|0.739	GO:0110165|0.736	GO:0008150|0.814	GO:0009987|0.310
MALF_ECOLI	GO:0005575|0.601	GO:0110165|0.556	GO:0008150|0.821
S9AD_STAAU	GO:0005575|0.681	GO:0110165|0.605	GO:0008150|0.818	GO:0009987|0.386
SCD2_RAT	GO:0005575|0.701	GO:0110165|0.644	GO:0008150|0.834	GO:0009987|0.347
PPAP_BOVIN	GO:0005575|0.641	GO:0110165|0.574	GO:0008150|0.859	GO:0009987|0.365
PDE5A_HUMAN	GO:0005575|0.809	GO:0110165|0.766	GO:0008150|0.851	GO:0009987|0.403
RASC_DICDI	GO:0005575|0.768	GO:0110165|0.670	GO:0008150|0.839	GO:0009987|0.497
GSTF7_ARATH	GO:0005575|0.811	GO:0110165|0.758	GO:0008150|0.718	GO:0009987|0.332
FBH1_CHICK	GO:0005575|0.739	GO:0110165|0.688	GO:0008150|0.881	GO:0009987|0.448
LAC13_ARATH	GO:0005575|0.712	GO:0110165|0.647	GO:0008150|0.849	GO:0009987|0.412
DCR1A_CHICK	GO:0005575|0.847	GO:0110165|0.778	GO:0008150|0.847	GO:0009987|0.358
EGL15_CAEEL	GO:0005575|0.787	GO:0110165|0.749	GO:0008150|0.906	GO:0009987|0.457
ZNF22_MOUSE	GO:0005575|0.781	GO:0110165|0.772	GO:0008150|0.755	GO:0009987|0.315
MYBA_HUMAN	GO:0005575|0.841	GO:0110165|0.813	GO:0008150|0.882	GO:0009987|0.565
RLT1_ARATH	GO:0005575|0.856	GO:0110165|0.828	GO:0008150|0.775	GO:0009987|0.354
BGL1B_PHACH	GO:0005575|0.582	GO:0110165|0.523	GO:0008150|0.752
RABX5_MOUSE	GO:0005575|0.842	GO:0110165|0.821	GO:0008150|0.806	GO:0009987|0.407
ODP22_ARATH	GO:0005575|0.796	GO:0110165|0.786	GO:0008150|0.753	GO:0009987|0.328
MYB21_ARATH	GO:0005575|0.633	GO:0110165|0.594	GO:0008150|0.842	GO:0009987|0.397
CBPM_HUMAN	GO:0005575|0.809	GO:0110165|0.768	GO:0008150|0.836	GO:0009987|0.395
KU70_DROME	GO:0005575|0.705	GO:0110165|0.640	GO:0008150|0.722	GO:0009987|0.338
HSLU2_TRYB2	GO:0005575|0.810	GO:0110165|0.762	GO:0008150|0.842	GO:0009987|0.473
CATB_HUMAN	GO:0005575|0.505	GO:0110165|0.472	GO:0008150|0.806
SBCD_ECOLI	GO:0005575|0.638	GO:0110165|0.600	GO:0008150|0.848	GO:0009987|0.452
UPK2_HUMAN	GO:0005575|0.748	GO:0110165|0.701	GO:0008150|0.624
HSL1_YEAST	GO:0005575|0.852	GO:0110165|0.819	GO:0008150|0.870	GO:0009987|0.371
DPOD3_MOUSE	GO:0005575|0.881	GO:0110165|0.860	GO:0008150|0.820	GO:0009987|0.441
SCX2_CENOR	GO:0005575|0.564	GO:0110165|0.475	GO:0008150|0.865	GO:0009987|0.385
MOT1_MOUSE	GO:0005575|0.856	GO:0110165|0.834	GO:0008150|0.804	GO:0009987|0.320
ITAD_RAT	GO:0005575|0.804	GO:0110165|0.781	GO:0008150|0.815	GO:0009987|0.326
KCNJ9_HUMAN	GO:0005575|0.749	GO:0110165|0.736	GO:0008150|0.793	GO:0009987|0.361
VPS55_SCHPO	GO:0005575|0.758	GO:0110165|0.709	GO:0008150|0.821	GO:0009987|0.422
NKX22_MOUSE	GO:0005575|0.650	GO:0110165|0.594	GO:0008150|0.863	GO:0009987|0.389
FNIP1_MOUSE	GO:0005575|0.857	GO:0110165|0.832	GO:0008150|0.872	GO:0009987|0.420
CSPB_LISMO	GO:0005575|0.599	GO:0110165|0.545	GO:0008150|0.713
TOLIP_MOUSE	GO:0005575|0.711	GO:0110165|0.637	GO:0008150|0.788	GO:0009987|0.344
VA0E2_HUMAN	GO:0005575|0.631	GO:0110165|0.585	GO:0008150|0.895	GO:0009987|0.462
OSBL8_MOUSE	GO:0005575|0.905	GO:0110165|0.889	GO:0008150|0.779	GO:0016020|0.411	GO:0009987|0.357
RAB1C_DICDI	GO:0005575|0.652	GO:0110165|0.626	GO:0008150|0.658
GBG_SCHPO	GO:0005575|0.761	GO:0110165|0.738	GO:0008150|0.841	GO:0009987|0.350
UBP16_XENLA	GO:0005575|0.850	GO:0110165|0.823	GO:0008150|0.826	GO:0009987|0.421
TGFI1_HUMAN	GO:0005575|0.688	GO:0110165|0.664	GO:0008150|0.893	GO:0009987|0.544
Y2030_MYCTU	GO:0005575|0.525	GO:0110165|0.476	GO:0008150|0.813	GO:0009987|0.363
GSTA2_MOUSE	GO:0005575|0.768	GO:0110165|0.710	GO:0008150|0.717
I12R2_MOUSE	GO:0005575|0.764	GO:0110165|0.720	GO:0008150|0.859	GO:0009987|0.418
DPPA4_MOUSE	GO:0005575|0.826	GO:0110165|0.766	GO:0008150|0.820	GO:0009987|0.393
BGL18_ARATH	GO:0005575|0.721	GO:0110165|0.659	GO:0008150|0.797
NUP98_DROME	GO:0005575|0.904	GO:0110165|0.871	GO:0008150|0.785	GO:0009987|0.337
HSP7C_HUMAN	GO:0005575|0.858	GO:0110165|0.840	GO:0008150|0.840	GO:0009987|0.413
RHOA_MOUSE	GO:0005575|0.547	GO:0110165|0.483	GO:0008150|0.799
HAC1_YEAST	GO:0005575|0.615	GO:0110165|0.569	GO:0008150|0.903	GO:0009987|0.502	GO:0050789|0.306	GO:0065007|0.330
YA03_SCHPO	GO:0005575|0.671	GO:0110165|0.624	GO:0008150|0.828	GO:0009987|0.431
HXKB_YEAST	GO:0005575|0.817	GO:0110165|0.779	GO:0008150|0.670
MCD_RHOSH	GO:0005575|0.628	GO:0110165|0.575	GO:0008150|0.749	GO:0009987|0.320
COA3_HUMAN	GO:0005575|0.824	GO:0110165|0.746	GO:0008150|0.823	GO:0009987|0.416
MSP2_ASCSU	GO:0005575|0.574	GO:0110165|0.544	GO:0008150|0.761	GO:0009987|0.301
FOXH1_MOUSE	GO:0005575|0.794	GO:0110165|0.770	GO:0008150|0.799	GO:0009987|0.383
ILVC_MYCTU	GO:0005575|0.506	GO:0110165|0.459	GO:0008150|0.741
TLR1_MOUSE	GO:0005575|0.860	GO:0110165|0.815	GO:0008150|0.877	GO:0009987|0.456
GLC7D_CAEEL	GO:0005575|0.545	GO:0110165|0.437	GO:0008150|0.869	GO:0009987|0.453
RHBD2_MOUSE	GO:0005575|0.735	GO:0110165|0.718	GO:0008150|0.873	GO:0009987|0.435
CTR9_YEAST	GO:0005575|0.891	GO:0110165|0.862	GO:0008150|0.853	GO:0009987|0.419
KISS1_RAT	GO:0005575|0.575	GO:0110165|0.501	GO:0008150|0.824
RAD51_YEAST	GO:0005575|0.719	GO:0110165|0.674	GO:0008150|0.808	GO:0009987|0.342
DB128_HUMAN	GO:0005575|0.820	GO:0110165|0.803	GO:0008150|0.770	GO:0005576|0.321
RTCB_DICDI	GO:0005575|0.750	GO:0110165|0.721	GO:0008150|0.778
S35E2_MOUSE	GO:0005575|0.854	GO:0110165|0.835	GO:0008150|0.718
LEC1_CRAMO	GO:0005575|0.609	GO:0110165|0.580	GO:0008150|0.769	GO:0009987|0.307
NDH_MYCTU	GO:0005575|0.782	GO:0110165|0.770	GO:0008150|0.794	GO:0009987|0.359
MPPA_YEAST	GO:0005575|0.693	GO:0110165|0.628	GO:0008150|0.757
Y1457_ARATH	GO:0005575|0.820	GO:0110165|0.775	GO:0008150|0.790
SYTM2_ARATH	GO:0005575|0.678	GO:0110165|0.643	GO:0008150|0.809	GO:0009987|0.407
RM35_MOUSE	GO:0005575|0.696	GO:0110165|0.650	GO:0008150|0.760	GO:0009987|0.310
TIM21_ARATH	GO:0005575|0.801	GO:0110165|0.774	GO:0008150|0.856	GO:0009987|0.436
LIMCH_DICDI	GO:0005575|0.745	GO:0110165|0.702	GO:0008150|0.890	GO:0009987|0.426
H2B1_SCHPO	GO:0005575|0.722	GO:0110165|0.645	GO:0008150|0.553
S6A19_MOUSE	GO:0005575|0.714	GO:0110165|0.714	GO:0008150|0.886	GO:0009987|0.368
GEMI4_HUMAN	GO:0005575|0.784	GO:0110165|0.766	GO:0008150|0.786
RM09_SCHPO	GO:0005575|0.754	GO:0110165|0.700	GO:0008150|0.808	GO:0009987|0.330
GRIK1_HUMAN	GO:0005575|0.744	GO:0110165|0.733	GO:0008150|0.830	GO:0009987|0.327
RDH10_HUMAN	GO:0005575|0.634	GO:0110165|0.568	GO:0008150|0.874	GO:0009987|0.426
OSB11_HUMAN	GO:0005575|0.796	GO:0110165|0.757	GO:0008150|0.879	GO:0009987|0.562
LYZL6_MOUSE	GO:0005575|0.475	GO:0110165|0.460	GO:0008150|0.929	GO:0009987|0.464	GO:0050896|0.346
S6A11_RAT	GO:0005575|0.750	GO:0110165|0.731	GO:0008150|0.874	GO:0009987|0.387
FAHD1_ARATH	GO:0005575|0.635	GO:0110165|0.623	GO:0008150|0.713
SOXA_ALLVI	GO:0005575|0.541	GO:0110165|0.469	GO:0008150|0.818	GO:0009987|0.320
MYH15_HUMAN	GO:0005575|0.844	GO:0110165|0.793	GO:0008150|0.883	GO:0009987|0.512
RS3_MYCTU	GO:0005575|0.631	GO:0110165|0.583	GO:0008150|0.700
KCNJ5_RAT	GO:0005575|0.889	GO:0110165|0.867	GO:0008150|0.885	GO:0009987|0.471
NGG1_YEAST	GO:0005575|0.820	GO:0110165|0.771	GO:0008150|0.822	GO:0009987|0.437
CCN5_RAT	GO:0005575|0.662	GO:0110165|0.583	GO:0008150|0.914	GO:0009987|0.504
CHAC1_HUMAN	GO:0005575|0.645	GO:0110165|0.583	GO:0008150|0.773
MCRA_ECOLI	GO:0005575|0.635	GO:0110165|0.593	GO:0008150|0.761
SYRC_SCHPO	GO:0005575|0.776	GO:0110165|0.772	GO:0008150|0.663
SYTC_HUMAN	GO:0005575|0.681	GO:0110165|0.625	GO:0008150|0.795	GO:0009987|0.322
ENPL_DICDI	GO:0005575|0.835	GO:0110165|0.827	GO:0008150|0.722
AARD_RAT	GO:0005575|0.663	GO:0110165|0.650	GO:0008150|0.880	GO:0009987|0.565	GO:0050789|0.320	GO:0065007|0.321
GLT1_ORYSJ	GO:0005575|0.743	GO:0110165|0.703	GO:0008150|0.833	GO:0009987|0.351
LET60_CAEEL	GO:0005575|0.672	GO:0110165|0.596	GO:0008150|0.889	GO:0009987|0.467
OFP12_ARATH	GO:0005575|0.794	GO:0110165|0.747	GO:0008150|0.794	GO:0009987|0.389
DAAM2_HUMAN	GO:0005575|0.893	GO:0110165|0.876	GO:0008150|0.858	GO:0009987|0.527
PKNL_MYCTU	GO:0005575|0.724	GO:0110165|0.687	GO:0008150|0.824	GO:0009987|0.444
HS7C2_DICDI	GO:0005575|0.842	GO:0110165|0.812	GO:0008150|0.706
ZNF24_HUMAN	GO:0005575|0.653	GO:0110165|0.551	GO:0008150|0.874	GO:0009987|0.453
DYT2B_HUMAN	GO:0005575|0.672	GO:0110165|0.627	GO:0008150|0.877	GO:0009987|0.424
Y2302_MYCTU	GO:0005575|0.401	GO:0110165|0.373	GO:0008150|0.486
TKPR2_ARATH	GO:0005575|0.594	GO:0110165|0.564	GO:0008150|0.729
IELA_ASPFU	GO:0005575|0.539	GO:0110165|0.467	GO:0008150|0.636
SCAFB_HUMAN	GO:0005575|0.864	GO:0110165|0.810	GO:0008150|0.870	GO:0009987|0.415
GSTCD_HUMAN	GO:0005575|0.815	GO:0110165|0.801	GO:0008150|0.802	GO:0009987|0.399
KCND1_HUMAN	GO:0005575|0.849	GO:0110165|0.840	GO:0008150|0.833	GO:0009987|0.394
VFR_PSEAE	GO:0005575|0.570	GO:0110165|0.547	GO:0008150|0.678
PDE4C_MOUSE	GO:0005575|0.863	GO:0110165|0.851	GO:0008150|0.791	GO:0009987|0.334
LMCD1_HUMAN	GO:0005575|0.699	GO:0110165|0.656	GO:0008150|0.833	GO:0009987|0.374
PDLI2_RAT	GO:0005575|0.807	GO:0110165|0.772	GO:0008150|0.780	GO:0009987|0.376
CLPP4_ARATH	GO:0005575|0.855	GO:0110165|0.821	GO:0008150|0.751	GO:0009987|0.325
NU5M_HUMAN	GO:0005575|0.815	GO:0110165|0.783	GO:0008150|0.849	GO:0009987|0.438
BOK_RAT	GO:0005575|0.671	GO:0110165|0.639	GO:0008150|0.769	GO:0009987|0.337
WDR19_HUMAN	GO:0005575|0.734	GO:0110165|0.698	GO:0008150|0.873	GO:0009987|0.464
GOT1A_HUMAN	GO:0005575|0.754	GO:0110165|0.693	GO:0008150|0.826	GO:0009987|0.331
OAZ2_MOUSE	GO:0005575|0.721	GO:0110165|0.677	GO:0008150|0.815	GO:0009987|0.384
CHEY_BACSU	GO:0005575|0.470	GO:0110165|0.395	GO:0008150|0.809
YKFG_ECOLI	GO:0005575|0.572	GO:0110165|0.517	GO:0008150|0.730
RAB21_MOUSE	GO:0005575|0.683	GO:0110165|0.636	GO:0008150|0.786	GO:0009987|0.305
M3K12_MOUSE	GO:0005575|0.828	GO:0110165|0.808	GO:0008150|0.829	GO:0009987|0.488
PDK_ARATH	GO:0005575|0.629	GO:0110165|0.562	GO:0008150|0.712
PKNE_MYCTU	GO:0005575|0.760	GO:0110165|0.678	GO:0008150|0.760
PECS_DICD3	GO:0005575|0.823	GO:0110165|0.741	GO:0008150|0.788	GO:0009987|0.421
GSOX3_ARATH	GO:0005575|0.545	GO:0110165|0.497	GO:0008150|0.738
CGR1_CANAL	GO:0005575|0.789	GO:0110165|0.762	GO:0008150|0.732	GO:0009987|0.358
SYT1_RAT	GO:0005575|0.827	GO:0110165|0.810	GO:0008150|0.806	GO:0009987|0.416
LIME1_HUMAN	GO:0005575|0.655	GO:0110165|0.617	GO:0008150|0.852	GO:0009987|0.344
RPOZ_MYCTU	GO:0005575|0.601	GO:0110165|0.536	GO:0008150|0.749
ARGI_EMENI	GO:0005575|0.627	GO:0110165|0.600	GO:0008150|0.799	GO:0009987|0.311
